date,close
2024-01-02,2383.800048828125
2024-01-03,2353.199951171875
2024-01-04,2360.60009765625
2024-01-05,2360.5
2024-01-08,2343.89990234375
2024-01-09,2343.89990234375
2024-01-10,2338.39990234375
2024-01-11,2329.199951171875
2024-01-12,2358.10009765625
2024-01-16,2336.300048828125
2024-01-17,2314.10009765625
2024-01-18,2329.10009765625
2024-01-19,2337.60009765625
2024-01-22,2330.60009765625
2024-01-23,2334.39990234375
2024-01-24,2324.5
2024-01-25,2325.699951171875
2024-01-26,2325.699951171875
2024-01-29,2334.300048828125
2024-01-30,2341.5
2024-01-31,2356.10009765625
2024-02-01,2359.800048828125
2024-02-02,2346.0
2024-02-05,2336.10009765625
2024-02-06,2344.199951171875
2024-02-07,2344.300048828125
2024-02-08,2341.0
2024-02-09,2332.89990234375
2024-02-12,2327.800048828125
2024-02-13,2304.0
2024-02-14,2302.39990234375
2024-02-15,2312.800048828125
2024-02-16,2323.60009765625
2024-02-20,2339.0
2024-02-21,2334.300048828125
2024-02-22,2331.199951171875
2024-02-23,2350.300048828125
2024-02-26,2340.60009765625
2024-02-27,2346.699951171875
2024-02-28,2345.60009765625
2024-02-29,2357.699951171875
2024-03-01,2399.300048828125
2024-03-04,2431.89990234375
2024-03-05,2448.300048828125
2024-03-06,2464.60009765625
2024-03-07,2472.199951171875
2024-03-08,2493.10009765625
2024-03-11,2497.39990234375
2024-03-12,2476.10009765625
2024-03-13,2491.800048828125
2024-03-14,2479.300048828125
2024-03-15,2474.60009765625
2024-03-18,2482.0
2024-03-19,2477.5
2024-03-20,2478.10009765625
2024-03-21,2502.39990234375
2024-03-22,2476.800048828125
2024-03-25,2493.89990234375
2024-03-26,2495.699951171875
2024-03-27,2509.89990234375
2024-03-28,2537.5
2024-04-01,2560.89990234375
2024-04-02,2588.5
2024-04-03,2623.0
2024-04-04,2617.800048828125
2024-04-05,2656.800048828125
2024-04-08,2664.300048828125
2024-04-09,2677.0
2024-04-10,2667.5
2024-04-11,2693.199951171875
2024-04-12,2696.5
2024-04-15,2706.300048828125
2024-04-16,2732.39990234375
2024-04-17,2713.5
2024-04-18,2722.89990234375
2024-04-19,2739.10009765625
